SlidingTackle;GKDiving;GKHandling;GKKicking;GKPositioning;GKReflexes
27;8;6;6;16;14
24;8;14;8;13;13
68;5;6;6;5;5
12;82;75;67;73;78
46;11;16;13;13;9
18;15;16;16;9;13
69;8;12;11;7;15
75;15;16;10;15;6
67;7;16;14;6;16
59;11;9;12;13;7
30;12;13;14;11;8
55;14;14;7;16;11
68;11;5;13;14;11
72;13;6;13;13;13
72;13;16;11;6;9
25;12;7;15;16;15
50;13;12;7;14;7
70;10;7;12;15;12
74;7;7;14;6;6
71;12;9;14;14;14
74;9;9;13;10;7
69;6;11;9;10;7
40;7;16;11;12;15
62;14;15;10;12;11
38;8;6;11;15;6
16;13;14;12;6;15
76;9;10;10;15;12
76;8;10;15;12;9
74;15;10;7;11;7
44;8;10;15;6;15
19;11;15;8;9;14
73;8;7;8;12;12
50;13;6;13;11;10
78;7;8;15;10;9
76;10;14;9;10;11
36;16;11;15;15;7
74;13;15;10;13;9
77;10;12;7;12;11
77;13;12;9;8;16
18;74;76;73;78;78
67;10;14;11;14;7
25;11;6;9;12;9
76;6;11;8;9;15
77;12;12;13;14;12
17;81;75;42;76;80
78;11;13;12;9;7
27;13;10;15;15;15
78;10;9;16;8;9
31;10;15;13;12;7
56;7;12;8;11;10
26;7;8;7;9;12
34;14;16;16;10;10
15;74;76;78;73;78
15;74;77;67;74;77
69;9;13;16;12;11
28;10;8;5;7;11
34;12;15;13;6;12
79;8;14;12;7;8
74;8;9;12;11;16
76;12;11;7;15;11
78;8;6;14;15;9
60;11;15;13;6;9
74;8;15;9;9;7
12;13;7;6;13;15
27;10;13;12;16;6
16;76;74;69;75;78
52;14;9;10;16;13
75;14;10;16;10;9
12;79;68;65;74;82
75;7;10;15;15;15
77;9;8;14;7;11
66;14;5;13;6;7
67;10;7;6;10;14
66;14;14;7;11;9
39;6;10;11;10;10
24;7;16;12;10;9
74;6;16;6;10;8
33;15;13;13;14;12
74;7;11;7;9;9
28;15;11;11;13;10
44;14;7;7;15;8
52;15;11;9;12;13
16;15;9;12;15;12
69;16;13;16;7;14
74;9;12;7;10;16
66;7;16;9;14;15
78;7;7;7;14;14
77;9;10;15;13;15
11;77;69;68;74;78
68;2;2;2;2;2
29;13;14;9;9;7
21;7;14;11;6;14
78;13;8;10;5;8
28;9;8;14;12;8
75;12;13;12;9;11
57;11;14;6;8;8
28;12;12;11;14;8
13;11;12;8;5;10
54;6;14;15;15;13
68;12;8;9;14;13
30;9;12;14;7;11
68;15;13;9;6;16
64;11;13;13;13;14
80;14;7;14;9;13
37;16;16;15;15;8
41;8;15;14;12;10
42;10;14;9;7;14
73;15;14;10;13;11
76;15;10;15;14;8
20;4;6;4;4;4
73;9;12;10;13;11
62;9;13;6;16;15
75;15;8;6;10;8
12;16;14;12;8;7
76;7;6;14;16;11
36;7;14;7;14;6
18;14;5;12;8;5
72;5;7;14;5;12
33;15;11;15;14;9
49;13;6;6;14;11
77;7;7;16;13;11
20;15;11;7;7;14
77;15;8;15;10;13
68;7;12;10;16;9
73;8;8;14;5;15
69;5;12;7;8;9
79;9;6;7;16;8
12;75;72;71;77;76
36;11;10;6;10;5
53;5;14;6;6;9
41;12;11;13;12;11
32;11;10;7;12;11
20;6;14;15;9;11
59;15;10;15;16;10
11;76;74;66;82;76
71;14;9;7;9;10
25;12;9;9;6;11
19;11;14;11;6;8
29;15;12;15;15;9
35;12;13;11;10;7
36;13;13;10;8;10
72;7;9;7;14;16
32;7;11;6;11;5
76;15;10;14;12;13
79;10;13;6;10;14
68;12;13;8;12;10
28;8;16;8;15;8
14;76;72;70;72;79
79;15;11;15;12;14
67;9;14;6;11;6
38;13;13;14;9;6
62;5;5;5;5;5
71;9;15;7;9;5
78;6;7;7;12;7
74;12;9;15;8;8
61;15;15;9;9;7
79;11;15;14;12;6
32;9;16;13;6;6
77;5;5;5;5;5
68;5;13;14;8;13
76;14;15;7;12;12
80;10;12;14;11;9
32;14;9;6;6;16
74;9;11;6;11;14
31;7;7;16;13;16
76;9;15;7;8;6
71;13;7;7;13;11
19;7;15;13;9;7
75;11;15;14;13;12
32;14;14;8;8;12
78;12;6;10;11;12
16;15;15;10;13;5
73;8;13;10;13;10
15;2;2;3;4;2
78;12;8;11;11;11
25;7;12;7;14;13
28;14;16;7;11;12
75;16;12;16;6;9
77;7;15;13;7;11
52;11;15;11;15;12
51;6;5;14;14;9
70;12;13;12;15;15
26;11;6;8;12;6
21;14;13;7;6;9
79;14;7;12;14;12
29;12;8;10;6;12
45;15;9;8;15;14
20;11;16;11;9;14
60;12;13;13;15;13
11;75;77;76;74;76
18;78;72;78;72;78
72;10;8;7;5;14
20;10;7;14;7;10
38;8;14;7;10;12
17;75;73;73;78;77
36;13;14;8;15;16
72;15;13;10;11;11
24;10;9;6;15;11
73;11;12;10;7;13
75;7;11;6;7;10
10;79;69;79;75;75
73;11;11;8;7;12
18;9;15;15;11;12
22;8;14;12;16;12
14;78;73;67;74;77
67;14;7;12;9;16
29;7;6;13;6;8
76;14;8;9;13;10
70;7;13;15;16;7
68;13;12;15;8;15
68;15;15;7;14;9
78;9;16;9;8;11
30;7;15;15;8;14
27;16;9;14;12;12
11;77;73;76;75;77
16;14;15;9;14;9
72;11;15;10;12;11
70;15;12;13;14;15
42;9;12;14;14;10
32;9;7;9;13;12
74;14;9;12;13;8
75;9;11;16;14;6
75;12;9;14;13;13
15;80;71;68;72;79
57;10;15;9;9;14
45;6;16;8;7;6
15;6;9;9;10;10
20;9;5;13;8;12
71;13;10;6;15;12
77;15;13;10;10;12
73;15;8;11;11;10
40;12;6;7;6;10
78;13;9;12;13;7
35;6;8;7;16;8
70;11;12;9;13;9
74;13;7;11;14;10
73;12;12;12;13;11
33;11;7;14;9;14
74;11;11;15;15;12
78;7;10;6;9;11
34;14;14;8;11;8
77;13;11;13;13;10
74;14;11;13;16;10
16;7;13;11;10;8
42;9;12;16;9;8
44;9;13;12;12;15
74;10;10;7;13;14
48;11;14;10;15;9
15;3;3;3;5;3
20;6;11;13;7;14
72;9;14;11;12;10
16;78;76;71;74;76
71;10;13;12;6;8
18;11;7;14;7;16
74;6;12;6;9;8
26;7;6;12;10;11
21;7;9;16;7;12
64;9;7;12;11;11
25;10;9;11;11;15
70;15;10;12;11;13
33;7;14;6;7;14
78;6;11;11;14;5
22;13;6;7;7;12
26;9;13;10;11;8
76;6;10;6;7;11
76;12;15;11;12;15
15;76;75;72;74;77
78;13;15;14;16;11
75;14;6;13;15;6
75;9;5;14;6;7
71;15;8;15;11;12
74;15;13;12;15;7
11;79;75;73;76;74
70;15;12;13;9;6
35;6;7;14;8;9
82;15;7;16;12;15
77;6;8;13;15;12
78;11;7;11;7;11
50;10;8;12;6;10
19;8;9;15;16;8
21;7;12;6;15;14
77;16;15;7;15;11
62;10;14;9;10;9
47;8;8;8;11;12
76;8;9;15;9;6
73;11;8;14;15;6
71;11;15;8;13;10
75;15;12;7;13;13
15;6;12;7;13;14
42;8;15;14;15;14
74;12;11;11;10;8
73;15;7;15;11;11
72;9;14;16;7;10
43;14;7;7;16;11
12;72;76;64;77;78
75;16;12;15;14;16
73;12;6;14;10;7
80;7;10;12;15;8
8;71;77;76;72;77
25;8;7;14;14;10
18;76;77;77;76;74
71;14;9;14;12;8
79;14;7;9;9;12
66;14;16;8;6;13
74;7;9;10;15;10
75;15;8;9;12;9
26;8;9;14;12;14
68;14;9;11;11;8
68;8;8;14;15;11
36;11;6;11;10;13
26;11;15;11;10;16
20;11;11;12;15;12
39;12;10;8;9;9
74;6;9;13;12;13
32;14;10;9;6;9
73;10;6;6;11;11
73;12;16;15;7;6
35;15;12;7;16;15
75;9;15;11;8;16
74;13;16;8;12;13
22;74;73;73;74;82
75;11;15;13;10;10
42;12;9;16;15;16
77;15;10;8;13;11
24;10;14;10;8;11
79;10;14;15;7;5
77;13;13;9;8;12
73;11;6;14;9;6
65;10;15;8;14;10
33;10;11;12;11;11
43;14;15;13;12;8
51;5;9;6;15;14
70;1;1;1;1;1
16;76;74;74;76;77
74;15;10;13;8;11
76;14;11;10;14;13
27;10;8;9;10;14
27;8;15;15;11;12
74;7;7;8;16;6
74;13;10;9;9;11
23;7;9;15;9;12
45;10;12;5;13;7
71;14;10;10;12;8
73;11;7;13;15;10
71;7;16;8;13;14
70;13;8;11;14;6
71;6;10;10;9;14
13;12;14;9;7;9
79;6;8;11;8;10
41;14;11;14;7;13
12;80;75;54;75;81
73;15;13;7;10;15
13;14;12;6;16;9
78;10;16;9;12;10
86;14;10;12;8;8
37;9;7;5;6;14
23;9;9;11;10;9
76;14;14;5;10;8
14;79;69;70;75;80
23;6;11;11;13;10
34;11;5;10;9;12
73;7;13;13;15;7
24;15;10;14;14;7
68;7;6;14;7;14
70;5;6;10;15;7
76;15;10;15;9;11
72;10;12;16;8;9
25;11;7;10;15;13
70;8;9;13;12;14
73;8;16;9;10;15
58;6;6;10;14;10
54;6;9;15;6;7
20;76;71;82;77;76
36;7;10;16;8;13
79;8;7;7;14;13
72;13;7;7;14;8
75;10;11;9;11;6
17;13;8;11;7;15
26;12;8;12;6;9
28;14;15;9;9;8
70;7;14;16;16;16
28;10;10;14;15;11
28;8;6;9;10;12
72;13;12;9;13;15
11;74;71;76;77;79
75;11;10;9;8;16
71;7;16;14;10;15
72;7;15;7;11;11
69;16;13;7;12;14
20;80;75;60;65;84
25;7;13;12;13;9
71;9;7;13;9;12
70;15;13;12;11;16
75;7;8;7;7;5
38;10;7;16;13;7
76;14;8;11;12;7
10;77;74;70;75;77
12;77;72;72;73;80
36;15;13;12;16;15
23;12;9;9;11;12
76;6;8;13;14;11
61;12;12;8;11;9
77;11;7;9;10;11
74;9;12;15;16;8
61;14;9;10;8;10
76;14;12;13;12;14
53;12;13;8;14;10
61;11;11;14;10;7
76;10;9;15;11;10
47;13;14;10;16;9
72;14;12;7;7;12
76;11;6;8;9;5
68;9;8;9;11;10
79;12;14;11;12;15
76;15;12;7;10;16
69;13;9;13;13;13
65;8;12;11;13;13
70;11;14;9;12;6
29;13;15;12;7;12
76;9;9;15;6;11
66;7;7;14;13;13
37;13;11;8;8;8
53;14;6;13;11;5
29;13;8;6;7;6
70;13;13;13;12;8
22;11;10;10;11;12
76;8;9;8;9;9
48;8;15;11;7;15
9;78;71;69;79;74
19;10;6;9;13;11
47;14;9;14;11;14
73;7;12;7;16;12
26;14;13;11;7;8
68;9;15;16;12;10
54;5;11;11;14;10
73;8;7;10;7;7
74;14;8;16;6;15
68;9;14;8;13;7
73;15;9;12;11;10
71;15;10;8;8;11
42;13;8;6;9;10
50;10;8;9;16;9
71;13;15;11;15;9
67;14;10;8;7;7
74;15;10;7;6;11
65;11;15;9;14;7
38;8;14;9;15;12
50;11;11;8;6;13
14;80;71;71;72;76
33;11;7;6;16;7
77;12;13;14;10;12
53;11;6;8;13;14
24;12;15;9;15;7
13;76;70;77;75;75
78;8;7;11;8;9
74;6;15;12;10;6
66;6;15;12;13;12
40;10;9;14;11;8
30;8;14;9;12;15
72;9;14;16;8;10
14;77;71;67;72;78
12;76;71;72;70;83
34;9;15;12;11;7
33;10;9;8;8;11
20;12;9;8;15;7
74;3;3;3;3;3
25;15;11;8;8;11
21;16;15;8;15;13
72;13;6;11;11;14
69;9;9;13;8;11
69;12;6;9;9;14
55;7;14;13;11;6
71;6;11;12;11;12
24;8;8;10;13;10
49;12;12;7;10;8
69;15;9;11;6;15
64;9;15;15;10;13
82;10;8;7;12;16
35;10;14;10;6;15
21;9;15;15;14;6
60;13;12;15;14;14
12;75;75;67;72;76
19;74;76;61;73;79
72;11;16;16;12;13
80;15;9;7;8;14
71;6;8;12;7;13
32;15;15;13;12;11
32;7;10;10;10;9
67;8;10;9;8;13
26;10;11;6;9;12
74;12;15;12;11;10
76;9;16;6;10;9
69;13;12;10;13;9
74;6;10;16;6;15
69;6;11;10;6;6
79;7;8;13;6;9
61;14;8;13;11;13
47;14;8;8;10;7
36;13;15;12;9;13
76;11;7;13;14;6
77;15;14;15;9;11
12;78;76;72;72;75
28;7;6;11;14;12
76;12;14;8;15;11
70;8;15;8;7;14
42;16;11;11;11;7
76;14;12;15;16;13
69;7;6;14;15;8
17;76;71;63;76;76
67;12;15;8;11;14
66;11;7;14;11;8
72;16;11;13;14;8
45;13;10;14;10;9
76;11;10;12;16;11
75;3;5;3;3;5
46;14;15;8;16;11
13;74;71;66;74;77
74;8;7;10;10;14
73;9;7;9;10;12
23;16;11;15;12;16
21;10;15;15;13;11
65;15;13;11;13;13
79;11;6;7;6;13
39;15;7;14;11;14
15;75;74;68;74;77
74;12;9;16;18;12
63;16;15;11;7;15
63;12;6;15;8;8
14;75;76;68;74;74
15;15;9;9;8;6
74;9;9;9;11;7
35;10;6;14;6;6
40;8;6;16;8;13
75;8;8;9;6;11
65;15;14;7;10;10
28;9;16;8;9;16
73;12;16;10;11;12
30;12;14;16;6;10
74;8;12;11;6;9
72;8;12;15;11;12
72;15;5;9;13;14
75;14;14;9;14;14
43;9;9;11;11;14
72;9;14;12;14;15
11;78;74;65;76;74
32;12;8;17;8;15
81;15;11;13;11;13
30;13;8;8;10;12
77;7;8;14;14;11
22;9;9;8;8;16
22;14;6;8;6;9
23;16;11;18;16;15
69;11;12;16;12;14
79;12;5;7;6;8
74;16;10;8;16;9
71;6;7;6;13;8
68;7;12;11;7;10
40;12;14;7;7;11
44;12;16;12;11;13
21;9;8;14;14;9
12;69;77;74;85;67
19;13;6;13;11;10
72;14;13;10;11;6
76;13;10;15;12;11
71;7;14;8;8;13
72;11;7;9;13;15
30;5;6;14;7;13
31;10;7;8;13;10
74;14;7;14;15;16
46;14;15;9;7;10
52;13;14;14;12;13
75;6;10;14;10;16
68;12;12;11;7;16
34;13;16;11;6;14
75;15;11;10;14;14
72;8;8;11;10;9
76;11;10;9;11;7
74;7;8;14;11;11
75;14;6;10;16;7
72;11;7;8;10;16
38;6;10;9;12;11
37;8;15;16;11;10
74;9;7;12;12;10
42;10;13;8;6;13
14;79;70;76;71;78
69;6;14;12;15;16
76;12;11;10;11;7
75;10;15;12;16;7
32;15;10;12;15;6
48;10;9;16;12;10
70;7;12;14;13;15
74;16;16;14;8;15
74;15;6;9;8;11
73;6;15;10;7;6
24;7;12;13;15;14
36;12;14;8;7;9
72;11;14;6;10;5
60;11;9;7;12;11
72;9;11;14;9;12
77;12;6;10;15;9
56;10;12;6;8;9
54;5;13;10;8;12
21;6;8;10;12;10
12;77;71;66;75;78
74;11;11;11;8;5
42;8;9;12;8;8
13;77;73;66;75;76
75;13;7;14;16;15
71;9;16;13;7;8
75;9;12;12;13;12
19;7;10;12;12;6
76;14;9;12;6;14
75;14;11;13;15;11
66;10;13;13;7;8
20;9;12;9;9;7
74;9;13;13;9;10
19;5;14;8;14;7
15;78;75;65;71;77
28;14;9;6;15;12
38;6;9;14;13;9
13;75;76;81;76;72
31;6;11;16;8;15
75;14;12;11;13;7
84;15;12;13;14;12
19;8;10;12;13;12
16;77;73;69;78;73
14;10;7;16;8;8
38;9;13;8;13;13
66;8;12;12;10;15
13;75;69;69;80;75
40;7;9;13;8;13
30;11;12;13;8;12
13;74;72;66;74;79
72;8;11;12;6;6
35;16;13;12;8;6
52;9;15;10;9;9
39;6;6;15;7;9
79;17;16;15;18;17
13;78;69;67;69;83
46;7;11;7;11;14
62;6;11;7;8;7
76;7;7;12;8;16
19;5;12;13;9;10
34;6;13;9;11;13
14;80;66;64;70;81
30;9;14;13;10;10
32;12;6;15;7;7
24;12;6;10;8;14
74;13;13;7;7;10
64;5;12;6;13;14
72;9;13;9;6;6
69;8;5;5;11;8
40;14;15;6;12;15
67;9;12;16;9;16
66;11;12;9;14;10
50;6;8;8;15;13
53;14;15;16;6;6
20;12;14;14;11;8
25;14;12;15;10;7
25;6;13;13;15;11
27;5;6;14;7;12
76;7;11;16;9;6
14;77;71;64;73;78
35;14;7;7;7;14
72;8;12;10;7;7
73;12;11;14;16;6
70;11;12;11;10;15
11;14;7;10;11;11
40;16;6;14;9;10
43;15;12;8;9;7
32;15;10;14;13;13
73;8;9;11;10;15
66;7;11;8;7;10
76;15;11;6;14;12
23;6;9;11;7;5
19;14;12;12;10;9
32;13;8;10;9;10
77;12;8;14;9;14
24;12;16;10;6;8
73;7;11;9;12;9
71;13;15;7;14;14
15;75;70;74;74;77
23;9;8;14;12;7
62;13;8;12;13;8
81;12;12;15;9;10
76;7;11;16;9;15
45;13;16;9;9;7
72;9;13;8;13;6
14;77;74;68;73;76
74;7;6;16;12;8
68;10;14;15;14;7
52;9;15;7;13;9
23;9;16;11;13;8
75;9;8;8;15;16
75;7;10;16;16;6
74;9;12;14;7;8
33;12;15;14;8;9
75;9;13;5;14;14
73;16;13;13;9;7
25;15;11;9;15;15
73;11;14;14;10;12
76;14;13;10;12;7
75;7;7;13;7;8
76;9;10;10;11;15
73;6;9;16;6;10
19;75;72;72;76;76
26;14;10;10;8;12
72;9;6;16;13;9
55;14;9;15;9;13
73;13;13;13;8;15
13;73;71;71;76;75
37;14;11;8;9;15
68;8;8;6;16;13
64;15;10;8;8;13
23;14;16;15;7;13
69;14;11;10;11;5
67;7;7;11;10;8
72;14;12;12;14;10
77;8;14;16;13;7
73;10;6;7;15;13
77;15;10;5;14;11
74;9;8;8;6;8
75;8;15;16;13;12
75;7;8;7;7;7
72;8;12;14;8;12
67;6;6;8;11;15
39;9;8;14;12;6
30;9;15;12;14;6
71;12;12;13;8;12
80;8;12;15;12;5
78;15;14;15;6;15
26;8;9;13;8;7
69;13;14;9;14;16
38;1;1;1;1;1
74;5;11;11;14;8
76;12;16;8;6;13
76;8;9;11;7;11
68;10;6;15;8;12
68;7;10;11;12;9
77;13;9;9;7;9
73;15;6;16;13;8
49;6;11;11;10;8
31;8;10;7;10;11
65;8;11;13;8;14
71;9;7;9;12;12
70;15;10;14;11;6
20;7;7;9;15;13
77;9;12;12;14;13
75;14;16;13;6;7
80;11;7;15;10;14
43;13;8;9;9;13
74;13;10;8;10;11
32;10;5;10;12;8
65;9;12;9;13;14
65;5;13;14;12;14
23;80;72;74;71;76
67;14;8;15;10;8
23;15;7;7;12;15
76;7;7;15;14;16
73;15;13;13;6;9
33;16;14;10;9;11
40;11;9;6;8;13
75;10;10;9;13;6
14;75;74;69;76;76
14;79;72;63;71;76
73;16;10;8;14;10
75;16;15;8;12;6
16;11;13;6;7;12
23;8;11;7;8;6
65;9;11;8;11;7
75;14;10;6;7;8
73;15;11;15;9;7
72;10;16;7;15;14
32;13;8;10;9;10
12;79;73;70;69;78
10;77;76;61;72;73
46;7;11;7;11;14
28;7;12;16;11;9
68;13;13;7;7;14
72;13;7;9;16;12
24;6;9;10;9;13
66;13;11;10;16;14
73;13;9;13;14;7
74;9;15;9;8;14
70;6;7;11;14;14
59;9;13;12;13;15
23;8;7;7;11;15
80;6;7;7;7;7
74;8;15;9;16;11
28;15;7;6;16;16
75;11;14;6;9;9
71;12;4;11;12;9
68;12;10;12;9;13
75;11;6;8;14;15
56;7;8;14;10;12
60;12;9;14;14;15
75;6;9;14;12;8
75;15;7;10;9;9
64;6;11;10;11;15
58;9;7;8;11;16
75;9;5;9;11;9
74;10;14;7;11;11
75;8;12;7;11;5
67;7;11;7;16;9
46;12;7;9;10;7
74;15;8;10;7;16
73;8;9;9;16;9
23;12;6;15;7;15
23;13;9;11;12;7
44;15;12;14;16;10
74;6;13;14;7;14
38;7;16;6;9;12
37;6;14;15;9;14
44;7;16;11;13;13
72;15;8;12;11;9
22;6;6;7;8;9
31;14;16;14;15;16
75;6;16;13;11;16
16;76;72;75;73;78
76;12;6;10;8;12
76;10;8;9;12;13
66;13;6;10;10;10
71;11;8;13;9;15
73;11;8;13;13;8
74;14;12;9;12;15
16;81;68;76;73;77
56;12;6;14;7;12
10;78;74;63;75;74
59;12;6;16;7;16
35;15;12;13;10;12
76;9;14;16;7;7
53;13;13;6;12;8
64;7;11;6;8;8
24;16;6;12;10;8
17;74;73;70;74;77
22;11;14;14;11;8
74;15;12;8;12;11
25;9;7;6;10;9
56;11;8;5;10;11
78;15;6;10;9;13
74;15;10;11;15;10
12;15;9;8;11;9
53;7;16;9;8;8
20;12;9;8;12;7
68;6;5;6;9;8
40;8;10;8;6;10
23;8;12;13;6;10
75;16;14;11;16;9
14;78;65;69;77;80
61;16;14;7;16;8
73;6;14;16;10;14
75;6;10;15;7;9
28;12;6;9;15;8
76;8;6;12;9;13
79;7;15;14;11;11
73;14;12;10;12;5
76;7;11;8;7;8
17;8;9;12;14;6
35;8;9;11;6;10
69;14;6;13;10;13
71;10;8;8;12;9
50;14;7;15;6;8
73;13;11;14;11;11
48;13;9;12;14;7
33;9;12;13;15;12
22;13;7;11;15;16
29;12;15;11;9;7
64;9;8;14;6;7
73;14;9;11;6;7
37;9;11;11;9;6
75;6;8;7;10;15
62;7;13;8;11;7
69;13;14;7;15;7
55;10;11;16;11;13
75;11;7;13;13;12
70;8;8;9;10;12
19;8;13;10;16;10
19;12;7;9;15;13
78;12;16;14;6;12
45;6;10;15;5;6
58;15;11;9;10;9
71;14;12;9;11;9
73;11;9;10;13;8
77;6;13;15;16;14
39;12;15;16;9;6
72;8;8;6;7;7
67;15;16;13;13;9
65;12;15;14;13;11
47;15;8;10;8;14
73;12;11;5;7;11
74;14;8;8;12;13
69;12;13;16;16;8
29;16;13;8;12;9
33;9;7;7;6;7
23;12;8;8;7;8
18;11;14;11;11;11
74;11;13;5;6;8
35;10;10;12;15;14
59;7;14;14;12;10
72;11;13;9;12;12
20;76;74;70;73;77
59;13;14;13;12;10
11;72;77;68;78;73
20;10;5;7;13;15
37;8;12;11;16;9
75;16;15;14;8;14
28;13;11;10;13;15
43;15;13;12;9;9
78;16;9;12;13;15
17;9;11;9;15;10
75;16;14;7;15;8
36;14;14;14;6;10
75;7;16;12;9;11
70;12;15;7;9;16
72;8;6;10;10;11
18;7;11;14;8;9
73;5;11;10;14;12
71;12;6;12;9;7
33;11;6;11;16;12
35;13;12;10;10;7
75;12;13;11;7;7
61;10;8;15;16;11
68;13;14;7;12;16
39;11;8;13;9;13
12;77;71;66;75;73
72;6;5;7;12;7
59;6;8;9;10;13
18;75;72;64;75;75
32;6;8;7;15;7
77;8;14;6;8;12
38;10;11;6;13;9
45;6;10;10;6;8
14;74;68;75;77;76
24;7;9;5;6;6
70;8;7;13;7;14
17;75;71;75;72;73
74;10;12;10;9;15
68;7;12;13;7;8
17;13;13;9;12;8
76;11;12;12;14;13
22;12;10;9;13;16
75;7;14;10;11;13
34;3;3;3;3;3
22;10;15;16;12;12
72;6;8;14;13;6
74;13;13;7;11;6
74;15;8;13;13;10
28;11;10;9;11;9
68;9;10;7;9;16
27;11;9;13;8;13
68;9;7;5;6;7
30;11;15;6;7;15
72;9;11;8;12;8
74;15;6;9;13;10
74;14;7;14;12;13
46;16;7;11;8;11
13;76;70;69;75;78
73;11;12;9;14;7
55;15;8;6;8;8
73;13;7;11;7;11
69;11;10;12;15;14
19;12;7;8;7;12
67;15;8;15;6;10
73;14;14;11;7;11
72;9;13;11;12;8
68;15;8;13;12;6
30;10;11;12;11;13
70;16;16;7;7;12
72;14;13;7;15;11
32;13;12;12;10;9
74;11;15;7;7;12
20;73;73;71;76;73
19;73;73;62;75;77
56;10;6;9;11;7
76;8;13;15;14;7
68;12;16;11;8;9
74;15;13;9;14;6
75;8;14;13;9;6
76;12;11;5;5;14
24;7;10;8;15;10
72;12;8;12;16;11
73;9;8;12;15;13
75;9;12;7;15;15
73;8;7;12;10;12
68;10;9;6;14;6
67;13;16;11;15;11
60;4;4;4;4;4
43;13;13;14;10;8
23;12;12;8;7;11
61;14;8;14;12;10
20;11;11;8;15;7
72;15;12;11;16;6
71;13;9;1;13;7
14;15;10;13;15;10
77;15;7;9;8;10
15;74;72;68;73;76
23;6;12;13;15;9
28;10;11;16;10;12
64;6;11;12;14;10
74;16;16;9;11;7
70;10;8;15;11;6
74;11;13;12;16;16
53;14;14;12;11;13
60;6;11;12;14;7
40;6;8;12;16;10
27;13;10;9;9;11
74;14;7;13;9;9
70;9;8;16;14;6
30;7;12;12;13;14
46;11;9;9;12;8
74;14;10;6;14;9
15;6;12;7;5;14
74;8;9;7;8;10
61;12;11;15;6;11
38;12;11;15;12;14
71;6;8;7;7;7
72;12;13;8;13;15
11;75;74;62;77;73
10;76;72;71;72;74
76;13;9;12;15;13
64;9;16;11;6;9
19;11;10;14;10;13
73;11;10;18;11;14
69;8;8;15;11;14
73;16;16;8;14;13
79;14;7;13;7;12
71;16;8;13;10;13
36;9;10;9;8;11
71;12;12;7;12;11
73;8;15;10;12;8
69;13;13;16;14;7
72;14;15;7;11;16
65;12;15;16;10;12
66;7;16;12;11;14
18;12;15;12;5;10
59;6;15;15;10;8
31;13;10;8;8;13
54;9;8;13;9;13
77;14;8;13;10;9
12;75;69;79;70;78
72;7;6;10;12;9
74;7;10;14;9;11
72;15;12;12;12;8
16;8;13;11;14;6
61;8;16;13;6;13
65;10;16;15;10;12
76;12;14;10;10;7
75;9;6;7;13;14
75;13;13;15;16;7
74;11;8;10;10;9
46;12;12;10;9;7
33;11;12;7;8;14
45;12;14;10;7;10
29;13;10;7;13;6
74;7;10;13;9;9
23;8;7;12;9;16
55;14;7;8;11;7
22;7;10;12;7;8
70;14;10;15;15;13
26;7;6;13;14;10
73;10;9;12;13;5
36;8;10;16;12;7
65;7;11;12;8;9
70;6;14;10;12;11
65;8;15;10;7;16
24;8;7;11;11;14
33;11;16;12;14;15
72;7;9;12;6;9
72;9;8;7;16;6
57;14;8;8;9;13
76;11;8;8;7;11
47;12;13;7;11;5
11;72;77;65;72;75
75;7;5;10;8;10
40;9;7;8;9;8
76;15;7;5;9;8
24;13;6;9;12;6
68;8;11;5;12;12
68;7;13;12;12;16
33;11;9;7;7;9
72;9;8;16;7;15
25;15;14;8;14;11
22;8;14;9;9;12
71;16;12;8;16;15
28;14;7;10;14;11
36;15;10;7;11;15
68;15;10;7;15;12
22;18;16;13;15;15
76;13;12;11;14;6
74;7;9;7;10;12
32;12;16;7;15;9
43;8;8;9;15;8
25;15;12;9;11;9
38;15;6;12;8;10
28;14;14;6;12;10
55;15;12;6;9;11
74;9;14;7;9;6
24;6;6;6;5;5
74;11;9;7;9;9
18;7;9;16;15;7
69;9;8;14;12;11
71;13;13;14;13;9
26;9;6;10;7;8
73;10;13;10;11;12
65;9;12;12;8;12
72;7;9;15;6;16
10;10;10;18;10;13
11;74;70;65;74;76
24;7;7;9;8;10
73;12;12;5;9;13
68;9;13;6;7;12
43;15;10;9;9;12
73;7;10;8;7;7
75;13;12;10;8;14
67;7;8;13;16;15
71;15;15;14;16;8
13;10;11;6;7;15
77;7;10;14;9;12
12;8;8;8;15;9
32;7;12;10;7;5
73;9;11;15;8;15
75;14;13;10;7;9
33;8;11;11;13;12
26;14;15;10;11;16
38;12;10;16;8;7
20;76;70;63;74;78
22;10;8;14;8;6
75;15;7;7;8;9
19;75;71;70;73;77
58;9;14;15;10;14
69;13;6;6;14;12
68;6;14;6;8;7
76;9;7;9;9;15
74;12;16;8;14;7
31;12;13;13;7;8
64;7;16;13;7;9
78;7;15;7;8;13
66;11;15;16;10;9
74;11;12;11;16;8
68;9;13;9;10;9
39;8;10;14;11;9
73;13;12;16;7;16
15;13;9;7;14;11
68;7;10;14;12;8
24;15;12;12;13;12
18;12;11;11;11;9
31;6;14;14;9;9
33;6;8;8;8;9
72;12;12;12;8;7
18;14;10;6;8;12
13;74;71;69;73;74
70;10;9;14;6;15
20;74;73;62;76;74
13;75;71;67;70;77
23;10;7;13;10;12
61;11;6;12;13;10
54;4;4;4;4;4
73;7;15;8;15;14
50;8;7;8;8;7
74;9;10;7;8;10
64;4;10;13;6;13
43;13;14;15;15;10
41;15;13;12;10;9
